"Date";"ETS";"ARIMA";"XGBoost";"SNaive";"Drift";"Average";"Real Values"
"2020-02-06";26.502546995022122;26.42073273644877;13.126198768615723;26.29999923706055;26.494324034844713;4.934205337578259;26.0
"2020-02-07";26.545818538255528;26.412369496623462;12.933268547058105;25.170000076293945;26.508648527453094;4.934205337578259;25.399999618530273
"2020-02-10";26.90783438209568;26.41118932872284;13.286517143249512;26.520000457763672;26.522973020061478;4.934205337578259;23.78000068664551
"2020-02-11";27.028583075990646;26.411022773941454;14.181879043579102;26.899999618530273;26.53729751266986;4.934205337578259;24.51000022888184
"2020-02-12";27.04709792221228;26.41099925149585;14.540677070617676;26.479999542236328;26.551622005278244;4.934205337578259;25.6200008392334
"2020-02-13";27.04730289731327;26.410995912539082;15.047014236450195;26.29999923706055;26.565946497886628;4.934205337578259;25.5
"2020-02-14";27.092506553463956;26.410995421702076;15.248031616210938;25.170000076293945;26.58027099049501;4.934205337578259;25.149999618530273
"2020-02-17";27.45646116321623;26.410995332767147;15.771748542785645;26.520000457763672;26.594595483103394;4.934205337578259;25.57999992370605
"2020-02-18";27.579155298218176;26.410995300545174;16.74863624572754;26.899999618530273;26.608919975711775;4.934205337578259;25.75
"2020-02-19";27.599622283013296;26.410995276326044;16.7386531829834;26.479999542236328;26.62324446832016;4.934205337578259;27.290000915527344
"2020-02-20";27.601786116497763;26.410995253236205;16.744781494140625;26.29999923706055;26.637568960928544;4.934205337578259;26.28000068664551
"2020-02-21";27.648955373257518;26.410995230305723;17.411235809326172;25.170000076293945;26.651893453536925;4.934205337578259;26.63999938964844
"2020-02-27";28.014882348332332;26.41099520739773;19.26502227783203;26.520000457763672;26.66621794614531;4.934205337578259;22.95000076293945
"2020-02-28";28.13955563593071;26.410995184492908;21.31809425354004;26.899999618530273;26.68054243875369;4.934205337578259;22.51000022888184
"2020-03-02";28.162008583229312;26.410995161588534;21.90077781677246;26.479999542236328;26.694866931362075;4.934205337578259;23.29999923706055
"2020-03-03";28.166165211830485;26.410995138684225;21.66469383239746;26.29999923706055;26.709191423970456;4.934205337578259;22.899999618530273
"2020-03-04";28.215334119099527;26.410995115779922;20.72705078125;25.170000076293945;26.72351591657884;4.934205337578259;22.88999938964844
"2020-03-05";28.583267622929004;26.410995092875623;19.98883819580078;26.520000457763672;26.737840409187225;4.934205337578259;21.0
"2020-03-06";28.709954340453876;26.410995069971325;19.499067306518555;26.899999618530273;26.752164901795606;4.934205337578259;20.26000022888184
"2020-03-09";28.73442764185118;26.410995047067022;19.587947845458984;26.479999542236328;26.76648939440399;4.934205337578259;17.040000915527347
"2020-03-10";28.740611571797732;26.41099502416272;19.396631240844727;26.29999923706055;26.78081388701237;4.934205337578259;18.690000534057614
"2020-03-11";28.791814750807653;26.41099500125842;19.766551971435547;25.170000076293945;26.795138379620756;4.934205337578259;17.5
"2020-03-12";29.161789519996933;26.410994978354122;19.69378662109375;26.520000457763672;26.80946287222914;4.934205337578259;15.270000457763672
"2020-03-13";29.290524519798787;26.410994955449823;19.065019607543945;26.899999618530273;26.82378736483752;4.934205337578259;16.299999237060547
"2020-03-16";29.317053143763513;26.41099493254552;18.578773498535156;26.479999542236328;26.838111857445906;4.934205337578259;14.149999618530273
"2020-03-17";29.325299460016506;26.41099490964122;18.122106552124023;26.29999923706055;26.852436350054287;4.934205337578259;14.199999809265135
"2020-03-18";29.37857211259597;26.410994886736923;17.166051864624023;25.170000076293945;26.86676084266267;4.934205337578259;12.210000038146973
"2020-03-19";29.750623466217736;26.410994863832624;16.739282608032227;26.520000457763672;26.881085335271056;4.934205337578259;12.9399995803833
"2020-03-20";29.88144218499081;26.410994840928325;16.59848976135254;26.899999618530273;26.895409827879437;4.934205337578259;11.949999809265135
"2020-03-23";29.91006168621757;26.410994818024022;16.204540252685547;26.479999542236328;26.90973432048782;4.934205337578259;12.0
"2020-03-24";29.92040606185189;26.410994795119723;16.051959991455078;26.29999923706055;26.924058813096202;4.934205337578259;12.899999618530273
"2020-03-25";29.975783979837168;26.410994772215425;16.108257293701172;25.170000076293945;26.938383305704587;4.934205337578259;15.899999618530273
"2020-03-26";30.349947828871375;26.410994749311126;16.325389862060547;26.520000457763672;26.95270779831297;4.934205337578259;15.850000381469727
"2020-03-27";30.482886297122832;26.410994726406827;16.09183120727539;26.899999618530273;26.967032290921352;4.934205337578259;15.890000343322756
"2020-03-30";30.513632826030605;26.410994703502528;16.037952423095703;26.479999542236328;26.981356783529737;4.934205337578259;15.600000381469727
"2020-03-31";30.526111531762954;26.410994680598225;16.123605728149414;26.29999923706055;26.995681276138118;4.934205337578259;15.720000267028807
"2020-04-01";30.583631106555558;26.410994657693927;16.323436737060547;25.170000076293945;27.010005768746502;4.934205337578259;14.75
"2020-04-02";30.959943963476757;26.410994634789628;16.228824615478516;26.520000457763672;27.024330261354883;4.934205337578259;15.5
"2020-04-03";31.095038815143667;26.41099461188533;16.239633560180664;26.899999618530273;27.038654753963268;4.934205337578259;15.0
"2020-04-06";31.12794912752275;26.41099458898103;16.0296573638916;26.479999542236328;27.052979246571653;4.934205337578259;16.0
"2020-04-07";31.142599041388532;26.410994566076727;15.85590648651123;26.29999923706055;27.067303739180034;4.934205337578259;16.0
"2020-04-08";31.20229727366204;26.41099454317243;15.606371879577637;25.170000076293945;27.081628231788418;4.934205337578259;16.280000686645508
"2020-04-09";31.580796262176374;26.41099452026813;15.690444946289062;26.520000457763672;27.0959527243968;4.934205337578259;17.200000762939453
